P46133,ENOG4105CFC;COG2978;
P37773,ENOG4105DFU;COG0773;
P0ACR9,ENOG4105NTK;COG1846;
P0A720,ENOG4108ZMD;COG0125;
P45578,ENOG4106762;COG1854;
P76594,ENOG4105CD5;COG0454;COG1042;
P78285,ENOG4105KUS;COG3772;
P75826,ENOG4105DWU;COG2431;
P25737,ENOG4108IQI;COG0833;
P76159,COG3772;
P03030,ENOG4105RQF;ENOG410XT7K;
P37677,ENOG4105CMG;COG1070;
P21645,ENOG4105D7M;COG1044;
P0ACJ0,COG1522;
P77432,ENOG4108EMV;COG1070;
P76141,ENOG4105DKT;COG2390;
P75823,ENOG4105C5W;COG2008;
Q46888,ENOG4105ZXK;COG2084;
P43341,ENOG4105F10;COG2908;
P36771,ENOG4107NQ8;ENOG410XR9D;
P77791,ENOG4108UW5;COG0110;
P62617,ENOG4108UH8;COG0245;
P0A734,ENOG4105VJP;COG0851;
P0ABN1,ENOG41080IJ;COG0818;
P45750,ENOG4105ITY;ENOG4111S65;
P34749,ENOG4105E4G;COG4796;
P00804,ENOG4105M02;COG0597;
P77257,ENOG4105C2J;COG1129;
P76142,ENOG4105D4B;ENOG410XPHQ;
P77672,ENOG41071MT;COG1172;
P0AFS1,ENOG4105F5R;ENOG410XS1A;
P76143,ENOG41061GT;COG1830;
P64461,ENOG4105K34;COG1359;
P32053,ENOG4105DFP;COG0582;
P39347,COG0582;
P24218,ENOG4108KU3;COG0582;
P76542,ENOG4105DFP;COG0582;
U3PVA8,ENOG4108W5M;ENOG4111IYC;
P0A712,ENOG4105CAX;ENOG410XNUJ;
P45522,ENOG4105CKD;COG0475;COG1226;
P0ADV7,ENOG4105E3I;COG2854;
P39380,ENOG4108UMS;COG1859;
P0AD61,ENOG4105CA9;COG0469;
P76329,ENOG4108ZFX;COG3769;
P0A6Z1,ENOG4105C9I;COG0443;
P75969,ENOG4108I1J;COG0582;
P71298,ENOG41067CV;COG0582;
P76323,
P76056,ENOG4107R08;COG0582;
P75987,ENOG41066T8;ENOG41125KS;
P0AAN9,ENOG4105RZQ;ENOG4111YMR;
P25745,ENOG4105CCJ;COG0482;
P25522,ENOG4105C1H;COG0486;
P0A738,ENOG4108YXW;COG0315;
P12281,ENOG4105CVM;COG0303;
P0AF01,ENOG4105E0C;COG4149;
P12282,ENOG4105D06;COG0476;
Q46864,ENOG4105WJ3;COG1396;
P0A742,ENOG4105M2E;COG1970;
P39285,ENOG4105EGS;COG3264;
Q47690,ENOG4107QK5;COG2040;
P0AD65,ENOG4105CJN;COG0768;
P77338,ENOG4105EGS;COG3264;
P42641,ENOG4105C9R;COG0536;
P0A744,ENOG4107QXP;COG0225;
P13669,ENOG4105FDP;COG2188;
P0A769,ENOG4105C56;COG1914;
P0AFG0,ENOG4105E5V;COG0250;
P16926,ENOG4105N3I;COG1792;
P0C0S1,ENOG4105D64;COG0668;
P54746,ENOG4105C8I;COG0383;
P50456,ENOG4105DAG;COG1940;
P77182,ENOG4105CWG;COG0665;COG4121;
P0A9G8,ENOG4105F4R;COG2005;
P09833,ENOG4105CGB;COG4148;
Q46865,ENOG4105RT5;ENOG4111YYW;
P22186,ENOG4108V6E;COG2001;
P76343,ENOG4105DQ2;COG2717;
P76112,ENOG4108Z7F;COG1247;
P30748,ENOG4105M00;COG1977;
P24202,ENOG4106H3A;COG1715;
P60752,ENOG4105BZ1;COG1132;
P0ABH4,ENOG4105VQ7;COG2891;
P0AEZ7,ENOG4105E9H;COG0741;
P32125,ENOG4105FNP;COG1763;
Q46810,ENOG4105MFX;COG2068;
P37329,ENOG4108S6J;COG0725;
P60716,ENOG4105C0G;COG0320;
P0AD86,
P0A725,ENOG4105C7C;COG0774;
P0A746,ENOG4105E0X;COG0229;
P76346,ENOG4105EXZ;COG3228;
P0A6W3,ENOG4105CPY;COG0472;
P76270,ENOG4108ZGC;COG1956;
P0AF10,ENOG4105E61;COG3722;
P0AF03,ENOG4108RIR;COG0521;
P77154,ENOG4105C71;COG1554;
P09348,ENOG4107RD7;COG1291;
P0AF06,ENOG4105ER2;COG1360;
P33940,ENOG4105DWT;COG0579;
P0A717,ENOG4105C5T;COG0462;
P77348,ENOG4107QSI;COG4166;
P69451,ENOG4105CEY;COG0318;
P76008,ENOG4105EBE;COG1619;
Q46938,ENOG4105D50;COG3717;
P60546,ENOG4108UHA;COG0194;
P0AEX5,ENOG4105CJE;COG3954;
P37647,ENOG4107SS6;COG0524;
P76268,ENOG4105J4Q;COG1414;
P38393,
P23331,ENOG4107104;COG1435;
P63183,ENOG4105DFH;COG3158;
P37005,ENOG4106FVC;COG0565;
P00547,ENOG4105D5I;COG0083;
P33236,ENOG4105WI6;ENOG41123E9;
P02943,ENOG4108KDD;COG4580;
P0DPD0,
P28630,ENOG4105DJF;COG1466;
P0ABS8,ENOG4105MPK;ENOG4111UZC;
P0A6L9,ENOG4108SWN;COG1076;
P0AAC8,ENOG4108Z4V;COG0316;
P76096,
P03023,ENOG4105ETE;COG1609;
P0AB58,ENOG4105CFV;COG2956;
P60785,ENOG4105C4S;COG0481;
P09151,ENOG4105CYQ;COG0119;
P76249,ENOG4108NIW;COG1280;
P0A756,ENOG4108K2R;COG2249;
P0AEX3,ENOG4105CSH;ENOG410XP7I;
Q47154,
P00803,ENOG4105C3F;COG0681;
P36937,
P03960,ENOG4105C8X;COG2216;
P0AC75,ENOG4105D8A;COG1519;
P0ABZ4,ENOG4108Z4R;COG1778;
P25960,ENOG4105EHH;COG1989;
P09424,ENOG4107SQ3;COG0246;
P31678,ENOG4108K4C;COG1877;
P0A6L4,ENOG4105CDP;COG0329;
P75959,ENOG4105EZX;COG1940;
P39371,ENOG4108MX5;COG3055;
P77366,ENOG4107URF;COG0637;
P11880,ENOG4108EQQ;COG0770;
P42615,ENOG4105IYR;ENOG4112345;
P69856,ENOG41069FU;ENOG410XY8U;
P18843,ENOG4107RA1;COG0171;
P0AF18,ENOG4105CE4;COG1820;
P39411,ENOG4108K16;COG1986;
P0AF16,ENOG4105CJR;COG0728;
P22634,ENOG4105F03;COG0796;
P06722,ENOG4105IRT;COG3066;
P23909,ENOG4105D86;COG0249;
P10902,ENOG4108IYU;COG0029;
P0AF24,ENOG4105D4U;COG0647;
P45425,ENOG41061DF;COG1940;
P17952,ENOG4105DFU;COG0773;
P0A7B3,ENOG4105F91;COG0061;
P27278,ENOG4107VZS;COG1056;COG1396;COG3172;
P11458,ENOG4105D0I;COG0379;
P0AF20,ENOG4105E2R;COG1940;
P0A759,ENOG4105CKA;COG0363;
P0A761,ENOG4105C9S;COG3010;
Q46916,ENOG4105DJB;ENOG410XPWC;
Q46915,ENOG4105EQX;COG4948;
P0AES2,ENOG4105EQX;COG4948;
P0AES4,ENOG4105C24;COG0188;
P30178,ENOG4105DG4;COG2055;
P69931,ENOG4108KZ1;COG0593;
P25519,ENOG4105C1N;COG2262;
P67701,ENOG4108Z3N;COG5499;
P60757,ENOG4105E21;COG0040;
P60595,ENOG4108UJE;COG0118;
P0ACB7,ENOG410601J;COG3071;
P0ABC7,ENOG4107QJR;COG0330;
P23874,ENOG4105CAF;COG3550;
P76106,ENOG41063XI;ENOG4112C6R;
P67697,ENOG4105PF0;COG1598;
P0AEU3,ENOG4106YG3;COG4160;
P06986,ENOG4105CIH;COG0079;
P23871,ENOG4105CFX;COG0276;
P0A6X3,ENOG4105KW8;COG1923;
P24232,ENOG4105CJJ;COG1017;COG1018;
P21866,ENOG4105EEX;COG0745;
P36553,ENOG4105DBS;COG0408;
P0ACB4,ENOG4108RR8;COG4635;
P10371,ENOG4105CJV;COG0106;
P32131,ENOG4105D4P;COG0635;
P46118,ENOG4106KNT;COG1737;
P0ACE3,ENOG4105KF5;ENOG4111U15;
P52643,ENOG4105C5I;COG1052;
P0A8P1,ENOG4108R4Z;COG2360;
P04425,ENOG4105D7Z;COG0189;
P76641,ENOG4107QUY;COG0402;
P23367,ENOG4105DC6;COG0323;
Q47005,ENOG4106P55;ENOG410YGJ0;
P18196,ENOG4105K7U;COG0850;
P0AEZ3,ENOG4107QMS;COG2894;
P03817,ENOG4105QTB;COG0716;
P41052,ENOG4105CVE;COG2951;
P64606,ENOG4105CY3;COG0767;
P63386,ENOG4105DHJ;COG1127;
P54745,ENOG4105DM4;COG1299;COG1445;COG1762;
P20083,ENOG4105C7D;COG0187;
P14900,ENOG4105DMZ;COG0771;
P76535,ENOG4105E15;COG2103;
P0AD96,ENOG4105CP9;COG0683;
P0AD83,ENOG4107C93;ENOG410Z990;
P0ADF0,
P0AD92,
P15977,ENOG4107RTM;COG1640;
P08373,ENOG4105D4A;COG0812;
P0AAD2,ENOG4105CIC;COG0814;
P22523,ENOG4105DUC;COG3096;
P46022,ENOG4108VKV;COG0744;
P17443,ENOG4105DVQ;COG0707;
P0A9X4,COG1077;
P76342,ENOG4105CCD;COG2041;
P40874,ENOG4105F76;COG0665;
P22188,ENOG4107EEN;COG0769;
P25738,ENOG4108W47;ENOG4111J86;
P0AF12,ENOG4105DUF;COG0775;
P60293,ENOG4105GHU;COG3006;
Q6BF25,
P77184,
P32099,ENOG4107RMF;COG0095;
P0ADC1,ENOG4108U2H;COG2980;
P0ADC6,ENOG4108K5H;COG0795;
P0ADV9,ENOG4108P1K;COG3117;
P0AF98,ENOG4108M8S;COG0795;
P22524,ENOG4105DAH;COG3095;
P0A749,ENOG4105CDF;COG0766;
P77245,ENOG4108PSC;COG1737;
P60720,ENOG4108BDP;COG0321;
A8DYP9,
P0AD72,
P0A9H3,ENOG4105CXN;COG1982;
Q6BF87,
P0DPD1,
P10151,ENOG41064T2;ENOG4110BBF;
P11072,ENOG4106VW7;ENOG410YPG7;
P0ADC3,ENOG4105D60;COG4591;
P23930,ENOG4105CE8;COG0815;
P60995,
P37339,ENOG4105D5U;COG0579;
P30125,ENOG4105C0C;COG0473;
P0A7C2,ENOG4105DS7;COG1974;
Q47153,
P39398,ENOG4108I5G;ENOG410XRW2;
P39400,ENOG4105CPQ;COG1063;
P39399,ENOG410617M;COG1802;
P0AC81,ENOG4108UYE;COG0346;
P30015,ENOG4107QRT;COG1201;
P33231,ENOG4105DAA;COG1620;
P0ACL7,ENOG41073TP;COG2186;
P0A9H1,ENOG4108VCA;COG3663;
P30126,ENOG4105MQS;COG0066;
P60955,ENOG4105C3B;COG0682;
P25772,ENOG410649J;COG0272;
P02920,ENOG4105U0F;ENOG410XQTD;
P0ACV4,ENOG4105Q4A;COG3771;
P0A6A6,ENOG4105CQI;COG0065;
A0A385XK32,
A0A385XJN2,
